[2024-11-05 16:07:39] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-05 16:07:39] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-11-05 16:07:39] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-05 16:07:40] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-05 16:07:40] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-05 16:07:40] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-05 16:07:42] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859\
[2024-11-05 16:07:42] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/blog/
[2024-11-05 16:07:42] [class-yoast-integration.php:86] Adding sitemap URL to queue: http://localhost/blog/sitemap.xml
[2024-11-05 16:07:42] [class-yoast-integration.php:86] Adding sitemap URL to queue: http://localhost/blog/sitemap_index.xml
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js?simply_static_page=4115
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:103] Filesize: 7526 bytes
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e4d4b43-JngiZx.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/nested-title-keyboard-handler.92a73d7a8a75bcb8cd67.bundle.js
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:1ba661fc1fee102a54faf3e1d8ee169dbe940761===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/new-template.js
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e4e0e0b-slZOW1.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/new-template.js?simply_static_page=4116
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/new-template.js?simply_static_page=4116
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:103] Filesize: 15780 bytes
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/new-template.js
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e4e0e0b-slZOW1.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/new-template.js
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:1728b319aa60d70dc41b903a0574993c9ddcebeb===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/new-template.min.js
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e4e9935-LdJdCo.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/new-template.min.js?simply_static_page=4117
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/new-template.min.js?simply_static_page=4117
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:103] Filesize: 6830 bytes
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/new-template.min.js
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e4e9935-LdJdCo.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/new-template.min.js
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:04] [class-ss-page.php:119] Checking Content Identical:e0f23b28719e91190296d861e9cf104c53ec9945===. Value: FALSE
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/notes.js
[2024-11-05 16:08:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 617
[2024-11-05 16:08:04] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e4f2836-9MwJNz.tmp
[2024-11-05 16:08:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/notes.js?simply_static_page=4118
[2024-11-05 16:08:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/notes.js?simply_static_page=4118
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:103] Filesize: 26323 bytes
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/notes.js
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e4f2836-9MwJNz.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/notes.js
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:05] [class-ss-page.php:119] Checking Content Identical:54681eeae3c2622b84209613edb879346c39edca===. Value: FALSE
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/notes.min.js
[2024-11-05 16:08:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 617
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e50c8fe-sag45T.tmp
[2024-11-05 16:08:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/notes.min.js?simply_static_page=4119
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/notes.min.js?simply_static_page=4119
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:103] Filesize: 9853 bytes
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/notes.min.js
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e50c8fe-sag45T.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/notes.min.js
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:05] [class-ss-page.php:119] Checking Content Identical:4894f1f9b2ba88bec92be12fb1691fc8e4fb7955===. Value: FALSE
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js
[2024-11-05 16:08:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 617
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e5156d4-MuLPBA.tmp
[2024-11-05 16:08:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js?simply_static_page=4120
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js?simply_static_page=4120
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:103] Filesize: 60699 bytes
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e5156d4-MuLPBA.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/onboarding.4a4002ff7ea58bfa166e.bundle.min.js
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:05] [class-ss-page.php:119] Checking Content Identical:3066dcb42d06d689f537aaf336dcc932a7d9b4a3===. Value: FALSE
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js
[2024-11-05 16:08:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 617
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e51f6d1-RfkRJO.tmp
[2024-11-05 16:08:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js?simply_static_page=4121
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js?simply_static_page=4121
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:103] Filesize: 137739 bytes
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e51f6d1-RfkRJO.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/onboarding.5ceee1b219b66e943cb0.bundle.js
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:05] [class-ss-page.php:119] Checking Content Identical:893fb5034b26b535c80cad869bf386fd45810ac1===. Value: FALSE
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/packages/editor/editor.asset.php
[2024-11-05 16:08:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 617
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/packages/editor/editor.asset.php
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2024-11-05 16:08:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 617
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e52c073-gzTxX1.tmp
[2024-11-05 16:08:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/packages/editor/editor.js?simply_static_page=4123
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/packages/editor/editor.js?simply_static_page=4123
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:103] Filesize: 2950 bytes
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e52c073-gzTxX1.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/packages/editor/editor.js
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:05] [class-ss-page.php:119] Checking Content Identical:f4ebe8df3271ac7eccb592395fc6fa542fff714d===. Value: FALSE
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2024-11-05 16:08:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 617
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e53742a-oNIpWD.tmp
[2024-11-05 16:08:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt?simply_static_page=4124
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt?simply_static_page=4124
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:103] Filesize: 1449 bytes
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e53742a-oNIpWD.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/packages/editor/editor.js.LICENSE.txt
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:05] [class-ss-page.php:119] Checking Content Identical:dd0fabb17790998f8e06fd005b61a20f51122f29===. Value: FALSE
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2024-11-05 16:08:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 617
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e540549-bAKmEI.tmp
[2024-11-05 16:08:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js?simply_static_page=4125
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js?simply_static_page=4125
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:103] Filesize: 2132 bytes
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e540549-bAKmEI.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/js/packages/editor/editor.min.js
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:05] [class-ss-page.php:119] Checking Content Identical:8b22244f2a4bfbe4191605fc9b2b7e41cfa8651a===. Value: FALSE
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js
[2024-11-05 16:08:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 617
[2024-11-05 16:08:05] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e548bbf-7Vzfgi.tmp
[2024-11-05 16:08:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/js/packages/editor/editor.strings.js?simply_static_page=4126
